Date,Open,High,Low,Close,Volume
12-May-10,16.45,16.5,16.33,16.47,16371544
11-May-10,15.95,16.64,15.91,16.41,27573312
10-May-10,16.04,16.83,16,16.33,28108743
7-May-10,15.77,15.95,15.25,15.29,43940960
6-May-10,16.34,16.51,15.43,15.92,32125771
5-May-10,16.17,16.7,16.11,16.49,23004199
4-May-10,16.63,16.9,16.25,16.32,31382682
3-May-10,16.68,16.98,16.56,16.95,18162340
30-Apr-10,17.11,17.13,16.53,16.53,19688119
29-Apr-10,16.82,17.05,16.78,16.97,16792947
28-Apr-10,16.98,17,16.63,16.75,26462001
27-Apr-10,17.28,17.36,16.88,16.92,22851487
26-Apr-10,17.69,17.72,17.34,17.39,17369309
23-Apr-10,17.71,17.83,17.5,17.64,18902572
22-Apr-10,17.37,17.78,17.15,17.72,36235595
21-Apr-10,17.58,17.78,17.3,17.45,71686144
20-Apr-10,18.5,18.52,18.22,18.38,39171899
19-Apr-10,18.01,18.4,17.99,18.39,26973420
16-Apr-10,18.67,18.68,17.96,18.17,51429557
15-Apr-10,18.3,19.12,18.13,18.97,60024643
14-Apr-10,18.15,18.47,18.06,18.38,41028485
13-Apr-10,17.51,18.3,17.4,18.18,47517352
12-Apr-10,17.52,17.88,17.41,17.64,22832954
9-Apr-10,17.42,18.07,17.24,17.52,47732998
8-Apr-10,16.91,17.41,16.9,17.35,45369131
7-Apr-10,16.78,16.92,16.76,16.87,19926465
6-Apr-10,16.55,16.98,16.42,16.92,25696677
5-Apr-10,16.39,16.56,16.3,16.51,9226094
2-Apr-10,16.29,16.29,16.29,16.29,0
1-Apr-10,16.58,16.6,16.22,16.29,20104026
31-Mar-10,16.45,16.58,16.42,16.53,11997247
30-Mar-10,16.55,16.69,16.39,16.61,16204015
29-Mar-10,16.48,16.68,16.47,16.56,14903382
26-Mar-10,16.34,16.57,16.31,16.54,23224833
25-Mar-10,16.17,16.59,16.14,16.32,27488975
24-Mar-10,16.1,16.2,15.92,16.09,32722173
23-Mar-10,16.34,16.34,15.97,16.03,31882415
22-Mar-10,16.37,16.54,16.32,16.34,18748282
19-Mar-10,16.62,16.81,16.34,16.44,17870954
18-Mar-10,16.46,16.57,16.32,16.56,12628443
17-Mar-10,16.28,16.63,16.28,16.5,13754520
16-Mar-10,16.47,16.59,16.23,16.36,18312751
15-Mar-10,16.35,16.64,16.28,16.46,18967703
12-Mar-10,16.51,16.59,16.26,16.32,23107144
11-Mar-10,16.57,16.65,16.1,16.53,21732897
10-Mar-10,16.51,16.94,16.51,16.79,33089430
9-Mar-10,16.41,16.72,16.4,16.53,20760273
8-Mar-10,16.32,16.61,16.3,16.52,30559715
5-Mar-10,15.89,16.38,15.89,16.06,21423373
4-Mar-10,15.55,15.85,15.52,15.81,22906138
3-Mar-10,15.85,15.85,15.55,15.57,20614299
2-Mar-10,15.87,15.96,15.67,15.73,20102047
1-Mar-10,15.43,15.83,15.4,15.79,17239356
26-Feb-10,15.27,15.41,15.16,15.31,14975622
25-Feb-10,15.32,15.35,15.13,15.24,20128844
24-Feb-10,15.48,15.71,15.33,15.59,19285254
23-Feb-10,15.45,15.51,15.14,15.38,18347050
22-Feb-10,15.61,15.68,15.44,15.49,10463698
19-Feb-10,15.49,15.71,15.32,15.58,15409017
18-Feb-10,15.4,15.6,15.32,15.54,13704778
17-Feb-10,15.5,15.52,15.32,15.44,12732860
16-Feb-10,15.23,15.48,15.18,15.41,21453147
15-Feb-10,15.17,15.17,15.17,15.17,0
