Date,Open,High,Low,Close,Volume
17-Nov-10,25.9,25.91,25.55,25.57,58299609
16-Nov-10,26.04,26.04,25.65,25.81,65339110
15-Nov-10,26.33,26.5,26.17,26.2,51794559
12-Nov-10,26.47,26.52,26.1,26.27,64962139
11-Nov-10,26.68,26.72,26.28,26.68,62076710
10-Nov-10,27.01,27.08,26.81,26.94,52277301
9-Nov-10,26.81,27.11,26.71,26.95,58594443
8-Nov-10,26.96,27.05,26.58,26.81,71670771
5-Nov-10,27.17,27.19,26.53,26.85,110953685
4-Nov-10,27.41,27.43,27.01,27.14,93599285
3-Nov-10,27.46,27.49,26.96,27.03,110255273
2-Nov-10,27.06,27.42,27.02,27.39,54402096
1-Nov-10,26.88,27.22,26.7,26.95,61916183
29-Oct-10,27.15,27.2,26.48,26.66,114193191
28-Oct-10,26.21,26.38,25.92,26.28,80730261
27-Oct-10,25.79,26.11,25.62,26.05,64805406
26-Oct-10,25.12,25.97,25.06,25.9,69304104
25-Oct-10,25.24,25.35,25.17,25.19,50912304
22-Oct-10,25.52,25.54,25.27,25.38,25844141
21-Oct-10,25.4,25.54,25.05,25.42,50032354
20-Oct-10,25.26,25.4,25.1,25.31,56283551
19-Oct-10,25.27,25.37,24.95,25.1,66150875
18-Oct-10,25.59,25.95,25.45,25.82,48396780
15-Oct-10,25.36,25.55,25.23,25.54,68954747
14-Oct-10,25.29,25.34,25,25.23,51985403
13-Oct-10,25.02,25.54,24.89,25.34,75336441
12-Oct-10,24.65,24.93,24.43,24.83,50141421
11-Oct-10,24.74,24.74,24.5,24.59,27587722
8-Oct-10,24.62,24.65,24.37,24.57,41328991
7-Oct-10,24.62,24.75,24.28,24.53,50096043
6-Oct-10,24.32,24.54,24.13,24.43,50489603
5-Oct-10,24.06,24.45,23.91,24.35,78152892
4-Oct-10,23.96,23.99,23.78,23.91,98143158
1-Oct-10,24.77,24.82,24.3,24.38,62672276
30-Sep-10,24.61,24.83,24.36,24.49,61271057
29-Sep-10,24.63,24.66,24.4,24.5,44318896
28-Sep-10,24.8,24.9,24.35,24.68,56041120
27-Sep-10,24.85,24.99,24.59,24.73,43732859
24-Sep-10,24.64,24.8,24.58,24.78,51948788
23-Sep-10,24.51,24.59,24.36,24.43,46210109
22-Sep-10,24.89,24.97,24.36,24.61,94299353
21-Sep-10,25.42,25.42,25.08,25.15,52924157
20-Sep-10,25.28,25.52,25.11,25.43,49877219
17-Sep-10,25.4,25.53,25.08,25.22,70341518
16-Sep-10,25.06,25.37,25.05,25.33,44548260
15-Sep-10,25.1,25.22,24.92,25.12,56204376
14-Sep-10,25.04,25.35,24.89,25.03,87160392
13-Sep-10,24.2,25.29,24.09,25.11,114680387
10-Sep-10,23.98,24.03,23.79,23.85,58293790
9-Sep-10,24.19,24.21,23.99,24.01,46028831
8-Sep-10,24.07,24.2,23.74,23.93,65512329
7-Sep-10,24.1,24.3,23.92,23.96,51928618
6-Sep-10,24.29,24.29,24.29,24.29,0
3-Sep-10,24.24,24.45,24.2,24.29,64189016
2-Sep-10,23.88,23.95,23.71,23.94,48837044
1-Sep-10,23.67,23.95,23.54,23.9,65235852
31-Aug-10,23.6,23.73,23.32,23.46,66083495
30-Aug-10,23.74,23.82,23.6,23.64,45453037
27-Aug-10,23.88,23.93,23.51,23.93,60944493
26-Aug-10,24.09,24.19,23.79,23.82,49105276
25-Aug-10,24,24.22,23.87,24.1,47404767
24-Aug-10,24.09,24.35,24.02,24.04,66532358
23-Aug-10,24.44,24.56,24.24,24.28,51728126
20-Aug-10,24.31,24.4,24.2,24.23,49565732
19-Aug-10,24.62,24.74,24.21,24.44,54069035
18-Aug-10,24.68,24.95,24.41,24.82,46818826
17-Aug-10,24.71,24.96,24.6,24.71,52935026
16-Aug-10,24.36,24.61,24.3,24.5,40968392
13-Aug-10,24.35,24.67,24.25,24.4,45263430
12-Aug-10,24.42,24.61,24.4,24.49,70240460
11-Aug-10,24.68,24.9,24.56,24.86,76745824
10-Aug-10,25.33,25.34,24.88,25.07,87257683
9-Aug-10,25.55,25.73,25.37,25.61,57102542
6-Aug-10,25.18,25.56,25.02,25.55,55985489
5-Aug-10,25.49,25.58,25.21,25.37,64922012
4-Aug-10,26.15,26.24,25.44,25.73,78531804
3-Aug-10,26.2,26.35,25.97,26.16,56877663
2-Aug-10,25.99,26.38,25.75,26.33,55044515
30-Jul-10,25.75,25.84,25.35,25.81,83534777
29-Jul-10,26.13,26.41,25.6,26.03,69446188
28-Jul-10,26.07,26.19,25.83,25.95,69704731
27-Jul-10,26.14,26.24,25.96,26.16,60682484
26-Jul-10,25.86,26.2,25.8,26.1,67249812
23-Jul-10,25.84,26.02,25.25,25.81,108520012
22-Jul-10,25.51,25.99,25.47,25.84,73016369
21-Jul-10,25.6,25.65,24.98,25.12,73297593
20-Jul-10,24.86,25.48,24.7,25.48,45530162
19-Jul-10,24.96,25.3,24.91,25.23,38181760
16-Jul-10,25.51,25.64,24.88,24.89,65064760
15-Jul-10,25.5,25.59,24.98,25.51,56934631
14-Jul-10,25.5,25.61,25.12,25.44,72808022
13-Jul-10,25.14,25.3,24.9,25.13,61928666
12-Jul-10,24.43,24.89,24.42,24.83,49862201
9-Jul-10,24.33,24.41,24.15,24.27,53811348
8-Jul-10,24.6,24.62,23.97,24.41,50768072
7-Jul-10,23.82,24.32,23.61,24.3,81967278
6-Jul-10,23.7,24.09,23.58,23.82,73594554
5-Jul-10,23.27,23.27,23.27,23.27,0
2-Jul-10,23.36,23.48,23.05,23.27,62489452
1-Jul-10,23.09,23.32,22.73,23.16,92239399
30-Jun-10,23.3,23.68,22.95,23.01,81057995
29-Jun-10,24.13,24.2,23.11,23.31,119885791
28-Jun-10,24.51,24.61,24.12,24.31,73787879
25-Jun-10,25.05,25.11,24.31,24.53,156256672
24-Jun-10,25.46,25.72,24.93,25,85252196
23-Jun-10,25.78,25.78,25.22,25.31,61468282
22-Jun-10,26.16,26.45,25.76,25.77,55986386
21-Jun-10,26.78,26.89,25.89,25.95,54625218
18-Jun-10,26.37,26.53,26.17,26.44,52079257
17-Jun-10,26.56,26.67,26.04,26.37,47998692
16-Jun-10,26.47,26.58,26.23,26.32,48699364
15-Jun-10,25.75,26.65,25.74,26.58,81644277
14-Jun-10,25.86,25.96,25.47,25.5,50972363
11-Jun-10,25.04,25.72,24.77,25.66,68057774
10-Jun-10,25.13,25.15,24.78,25,78950407
9-Jun-10,25.22,25.52,24.75,24.79,87808432
8-Jun-10,25.25,25.26,24.65,25.11,87354921
7-Jun-10,25.82,25.83,25.24,25.29,80456154
4-Jun-10,26.1,26.57,25.62,25.79,89833275
3-Jun-10,26.55,26.93,26.41,26.86,67839372
2-Jun-10,26.06,26.48,25.73,26.46,65718772
1-Jun-10,25.53,26.31,25.52,25.89,76155453
31-May-10,25.8,25.8,25.8,25.8,0
28-May-10,25.84,26.12,25.66,25.8,67502221
27-May-10,25.73,26.36,25.72,26,136434525
26-May-10,26.23,26.6,24.56,25.01,176684012
25-May-10,25.65,26.33,25.38,26.07,98373509
24-May-10,26.85,26.86,26.26,26.27,73712018
21-May-10,26.63,27.11,26.44,26.84,117600229
20-May-10,27.65,27.84,27.04,27.11,87991056
19-May-10,28.52,28.69,27.79,28.24,61754173
18-May-10,28.87,29,28.4,28.6,52772107
17-May-10,29.12,29.23,28.45,28.94,46055496
14-May-10,29.2,29.21,28.64,28.93,63333959
13-May-10,29.26,29.73,29.18,29.24,45291598
12-May-10,28.98,29.58,28.92,29.44,47044237
11-May-10,28.68,29.65,28.57,28.88,63624802
10-May-10,29.01,29.48,28.71,28.94,86656268
7-May-10,28.88,28.95,27.32,28.21,173718024
6-May-10,29.59,29.88,27.91,28.98,128612951
5-May-10,29.77,30.09,29.69,29.85,66833778
4-May-10,30.52,30.55,29.75,30.13,82085579
3-May-10,30.67,31.06,30.58,30.86,43990036
30-Apr-10,31.07,31.08,30.52,30.54,63220209
29-Apr-10,30.93,31.43,30.67,31,52671781
28-Apr-10,30.92,31,30.62,30.91,64557901
27-Apr-10,30.95,31.25,30.75,30.84,68732315
26-Apr-10,31,31.28,30.86,31.11,63652231
23-Apr-10,31.12,31.58,30.65,30.96,126766583
22-Apr-10,31.04,31.53,30.9,31.39,84847551
21-Apr-10,31.33,31.5,31.23,31.33,55343086
20-Apr-10,31.22,31.44,31.13,31.36,52206093
19-Apr-10,30.77,31.25,30.76,31.04,64970248
16-Apr-10,30.79,30.98,30.6,30.67,88707802
15-Apr-10,30.82,30.95,30.71,30.87,52748075
14-Apr-10,30.79,31,30.66,30.82,68941186
13-Apr-10,30.15,30.5,30.13,30.45,41374514
12-Apr-10,30.25,30.49,30.2,30.32,37074279
9-Apr-10,29.95,30.41,29.9,30.34,54755457
8-Apr-10,29.32,29.98,29.3,29.92,63713716
7-Apr-10,29.16,29.56,29.14,29.35,58320552
6-Apr-10,29.15,29.58,28.98,29.32,47366786
5-Apr-10,29.13,29.42,29.03,29.27,34338235
2-Apr-10,29.16,29.16,29.16,29.16,0
1-Apr-10,29.35,29.54,28.62,29.16,74768063
31-Mar-10,29.64,29.72,29.17,29.29,63762620
30-Mar-10,29.63,29.86,29.5,29.77,34955871
29-Mar-10,29.71,29.82,29.55,29.59,33340722
26-Mar-10,30.09,30.2,29.59,29.66,55604731
25-Mar-10,29.83,30.57,29.8,30.01,73176624
24-Mar-10,29.72,29.85,29.6,29.65,33993584
23-Mar-10,29.59,29.9,29.41,29.88,42026555
22-Mar-10,29.5,29.7,29.39,29.6,37718162
19-Mar-10,29.76,29.9,29.35,29.59,81341090
18-Mar-10,29.63,29.72,29.5,29.61,43845199
17-Mar-10,29.5,29.87,29.4,29.63,50386698
16-Mar-10,29.42,29.49,29.2,29.37,36732935
15-Mar-10,29.18,29.37,29.01,29.29,37516750
12-Mar-10,29.32,29.38,29.04,29.27,31709321
11-Mar-10,28.89,29.19,28.85,29.18,35353651
10-Mar-10,28.86,29.11,28.8,28.97,44898608
9-Mar-10,28.56,29.11,28.55,28.8,50278457
8-Mar-10,28.52,28.93,28.5,28.63,39421396
5-Mar-10,28.66,28.68,28.42,28.59,56005054
4-Mar-10,28.46,28.65,28.27,28.63,42894184
3-Mar-10,28.51,28.61,28.35,28.46,48442081
2-Mar-10,29.08,29.3,28.24,28.46,93129838
1-Mar-10,28.77,29.05,28.53,29.02,43805302
26-Feb-10,28.65,28.85,28.51,28.67,40372889
25-Feb-10,28.27,28.65,28.02,28.6,48735294
24-Feb-10,28.52,28.79,28.38,28.63,43166875
23-Feb-10,28.68,28.83,28.09,28.33,52270044
22-Feb-10,28.84,28.94,28.65,28.73,36710350
19-Feb-10,28.79,28.92,28.69,28.77,44461634
18-Feb-10,28.59,29.03,28.51,28.97,42856501
17-Feb-10,28.53,28.65,28.36,28.59,45882842
16-Feb-10,28.13,28.37,28.02,28.35,51938098
15-Feb-10,27.93,27.93,27.93,27.93,0
12-Feb-10,27.81,28.06,27.58,27.93,81121515
11-Feb-10,27.93,28.4,27.7,28.12,65995913
10-Feb-10,28.03,28.24,27.84,27.99,48591246
9-Feb-10,27.97,28.34,27.75,28.01,59195742
8-Feb-10,28.01,28.08,27.57,27.72,52826474
5-Feb-10,28,28.28,27.57,28.02,80960063
4-Feb-10,28.38,28.5,27.81,27.84,77849968
3-Feb-10,28.26,28.79,28.12,28.63,61397848
2-Feb-10,28.37,28.5,28.14,28.46,54413654
1-Feb-10,28.39,28.48,27.92,28.41,85931099
29-Jan-10,29.9,29.92,27.66,28.18,193888424
28-Jan-10,29.84,29.87,28.89,29.16,117513692
27-Jan-10,29.35,29.82,29.02,29.67,63949492
26-Jan-10,29.2,29.85,29.09,29.5,66647676
25-Jan-10,29.24,29.66,29.1,29.32,63381173
22-Jan-10,30,30.2,28.84,28.96,102004573
21-Jan-10,30.61,30.72,30,30.01,73086701
20-Jan-10,30.81,30.94,30.31,30.58,54857712
19-Jan-10,30.75,31.24,30.68,31.1,46582886
18-Jan-10,30.86,30.86,30.86,30.86,0
15-Jan-10,31.08,31.24,30.71,30.86,79915648
14-Jan-10,30.31,31.1,30.26,30.96,63244767
13-Jan-10,30.26,30.52,30.01,30.35,51863463
12-Jan-10,30.15,30.4,29.91,30.07,65913228
11-Jan-10,30.71,30.76,30.12,30.27,68754648
8-Jan-10,30.28,30.88,30.24,30.66,51201289
7-Jan-10,30.63,30.7,30.19,30.45,50564285
6-Jan-10,30.88,31.08,30.52,30.77,58182332
5-Jan-10,30.85,31.1,30.64,30.96,49758862
4-Jan-10,30.62,31.1,30.59,30.95,38414185
1-Jan-10,30.48,30.48,30.48,30.48,0
31-Dec-09,30.98,30.99,30.48,30.48,31929611
30-Dec-09,31.15,31.29,30.8,30.96,42007597
29-Dec-09,31.35,31.5,31.23,31.39,29722450
28-Dec-09,31,31.18,30.89,31.17,25385575
25-Dec-09,31,31,31,31,0
24-Dec-09,30.88,31,30.76,31,11083867
23-Dec-09,30.71,30.95,30.69,30.92,28362689
22-Dec-09,30.6,30.93,30.54,30.82,36320920
21-Dec-09,30.4,30.84,30.37,30.52,40132875
18-Dec-09,29.84,30.45,29.8,30.36,94117968
17-Dec-09,29.95,29.96,29.57,29.6,43691182
16-Dec-09,30.07,30.41,30.04,30.1,55741169
15-Dec-09,29.89,30.21,29.88,30.02,49473151
14-Dec-09,29.91,30.16,29.9,30.11,34651154
11-Dec-09,29.97,30,29.79,29.85,43746588
10-Dec-09,29.71,29.96,29.66,29.87,45940703
9-Dec-09,29.47,29.81,29.25,29.71,44719350
8-Dec-09,29.52,29.74,29.38,29.57,37407912
7-Dec-09,29.78,30.08,29.68,29.79,38082612
4-Dec-09,30.05,30.37,29.83,29.98,58819960
3-Dec-09,29.84,30.2,29.76,29.83,43096326
2-Dec-09,29.9,29.99,29.65,29.78,36308524
1-Dec-09,29.52,30.05,29.41,30.01,49907182
30-Nov-09,29.15,29.45,29,29.41,44174645
27-Nov-09,29.11,29.39,28.75,29.22,29357892
26-Nov-09,29.79,29.79,29.79,29.79,0
25-Nov-09,29.81,29.86,29.58,29.79,32036164
24-Nov-09,29.95,29.99,29.75,29.91,37341362
23-Nov-09,29.84,30.01,29.7,29.94,41836365
20-Nov-09,29.66,29.77,29.43,29.62,42648018
19-Nov-09,29.99,30,29.7,29.78,51967660
18-Nov-09,30,30.14,29.81,30.11,59440915
17-Nov-09,29.5,30,29.47,30,75648887
16-Nov-09,29.61,29.8,29.37,29.54,54129501
13-Nov-09,29.47,29.79,29.37,29.63,53044975
12-Nov-09,29.01,29.49,29,29.36,55360706
11-Nov-09,29.08,29.3,29.02,29.12,49693320
10-Nov-09,28.9,29.28,28.81,29.01,65881036
9-Nov-09,28.62,29,28.53,28.99,57522019
6-Nov-09,28.38,28.63,28.2,28.52,38909997
5-Nov-09,28.52,28.74,28.28,28.47,52683314
4-Nov-09,27.69,28.39,27.62,28.06,63898306
3-Nov-09,27.64,27.74,27.43,27.53,50294715
2-Nov-09,27.7,28.05,27.41,27.88,62432606
30-Oct-09,28.03,28.4,27.66,27.73,73371734
29-Oct-09,28.07,28.41,27.85,28.22,65232886
28-Oct-09,28.24,28.77,27.95,28.02,73542323
27-Oct-09,28.73,28.88,28.44,28.59,69685783
26-Oct-09,28.12,29.02,28.11,28.68,124149662
23-Oct-09,29.2,29.35,27.88,28.02,281760947
22-Oct-09,26.56,26.72,26.13,26.59,61599926
21-Oct-09,26.46,26.75,26.39,26.58,61672603
20-Oct-09,26.42,26.51,25.94,26.37,54613476
19-Oct-09,26.49,26.58,26.25,26.36,48143163
16-Oct-09,26.45,26.63,26.1,26.5,56500866
15-Oct-09,25.9,26.71,25.9,26.71,65620101
14-Oct-09,26.14,26.2,25.82,25.96,45365489
13-Oct-09,25.59,25.94,25.52,25.81,37748964
12-Oct-09,25.66,25.89,25.55,25.72,29153569
9-Oct-09,25.57,25.79,25.46,25.55,39522259
8-Oct-09,25.44,25.9,25.22,25.67,60521239
7-Oct-09,24.99,25.18,24.88,25.1,38473856
6-Oct-09,24.68,25.21,24.66,25.11,48795241
5-Oct-09,24.98,25.06,24.52,24.64,60809818
2-Oct-09,24.46,25.09,24.43,24.96,51226259
1-Oct-09,25.4,25.47,24.8,24.88,75958097
30-Sep-09,25.76,25.99,25.38,25.72,63537684
29-Sep-09,25.91,25.96,25.69,25.75,39050278
28-Sep-09,25.6,26.16,25.6,25.83,44363585
25-Sep-09,25.69,25.82,25.52,25.55,50161051
24-Sep-09,25.92,26.11,25.66,25.94,56310695
23-Sep-09,25.92,26.25,25.64,25.69,60544519
22-Sep-09,25.4,25.82,25.29,25.77,61378342
21-Sep-09,25.11,25.37,25.1,25.3,28878663
18-Sep-09,25.46,25.48,25.1,25.26,68016403
17-Sep-09,25.06,25.38,25.06,25.3,42431643
16-Sep-09,25.25,25.35,24.95,25.2,50055778
15-Sep-09,24.97,25.27,24.86,25.2,44718408
14-Sep-09,24.65,25.09,24.64,25,42810156
11-Sep-09,24.93,25.17,24.81,24.86,54304284
10-Sep-09,24.8,25.05,24.65,25,46258757
9-Sep-09,24.74,24.95,24.66,24.78,49900235
8-Sep-09,24.62,24.84,24.41,24.82,53738665
4-Sep-09,24.09,24.8,24.08,24.62,44999631
3-Sep-09,23.91,24.14,23.76,24.11,34120376
2-Sep-09,23.82,24.14,23.78,23.86,40771253
1-Sep-09,24.35,24.74,23.9,24,62608465
31-Aug-09,24.57,24.85,24.29,24.65,49597146
28-Aug-09,25.07,25.49,24.61,24.68,55807969
27-Aug-09,24.41,24.78,24.3,24.69,45495600
26-Aug-09,24.59,24.75,24.42,24.55,41079001
25-Aug-09,24.6,24.82,24.46,24.64,43980206
24-Aug-09,24.41,24.73,24.28,24.64,54180889
21-Aug-09,23.93,24.42,23.77,24.41,69018918
20-Aug-09,23.6,23.87,23.54,23.67,39508124
19-Aug-09,23.25,23.72,23.25,23.65,41827419
18-Aug-09,23.29,23.65,23.27,23.58,38878900
17-Aug-09,23.32,23.6,23.23,23.25,42482887
14-Aug-09,23.62,23.8,23.51,23.69,46331960
13-Aug-09,23.63,23.85,23.4,23.62,38955807
12-Aug-09,23.13,23.9,23.03,23.53,61972277
10-Aug-09,23.46,23.55,23.3,23.42,35268300
7-Aug-09,23.75,23.82,23.5,23.56,46174325
6-Aug-09,23.93,23.98,23.27,23.46,59694624
5-Aug-09,23.84,24.25,23.79,23.81,53310241
4-Aug-09,23.68,23.79,23.53,23.77,49218228
3-Aug-09,23.82,23.86,23.5,23.83,46902837
31-Jul-09,23.77,24.07,23.5,23.52,54265278
30-Jul-09,24.2,24.43,23.71,23.81,67819964
29-Jul-09,23.73,23.91,23.34,23.8,73626862
28-Jul-09,22.99,23.55,22.9,23.47,70288380
27-Jul-09,23.44,23.45,22.9,23.11,80949924
24-Jul-09,23.61,23.89,22.81,23.45,215135609
23-Jul-09,24.93,25.72,24.84,25.56,106060477
22-Jul-09,24.7,24.9,24.51,24.8,66192409
21-Jul-09,24.69,24.83,24.37,24.83,52028399
20-Jul-09,24.44,24.53,24.15,24.53,47797971
17-Jul-09,24.4,24.45,24.1,24.29,52860096
16-Jul-09,23.93,24.44,23.86,24.44,64560963
15-Jul-09,23.75,24.12,23.56,24.12,67241887
14-Jul-09,23.2,23.22,22.86,23.11,45448634
13-Jul-09,22.42,23.29,22.14,23.23,67585958
10-Jul-09,22.19,22.54,22.15,22.39,43238698
9-Jul-09,22.65,22.81,22.37,22.44,46981174
8-Jul-09,22.31,22.69,22,22.56,73023306
7-Jul-09,23.08,23.14,22.46,22.53,52842412
6-Jul-09,23.21,23.28,22.87,23.2,49207638
3-Jul-09,23.37,23.37,23.37,23.37,0
2-Jul-09,23.76,24.04,23.21,23.37,65427699
1-Jul-09,24.05,24.3,23.96,24.04,54915127
30-Jun-09,23.97,24.24,23.63,23.77,66452303
29-Jun-09,23.6,24.03,23.55,23.86,62864396
26-Jun-09,23.57,23.69,23.32,23.35,65126363
25-Jun-09,23.43,23.92,23.2,23.79,57722555
24-Jun-09,23.45,23.75,23.36,23.47,54287632
23-Jun-09,23.38,23.66,23.21,23.34,56753482
22-Jun-09,23.95,23.95,23.25,23.28,71296464
19-Jun-09,24.04,24.34,23.75,24.07,115458922
18-Jun-09,23.62,23.69,23.3,23.5,58852177
17-Jun-09,23.5,23.82,23.17,23.68,86483075
16-Jun-09,23.47,24.11,23.44,23.45,105295558
15-Jun-09,23.23,23.54,23.02,23.42,69089588
12-Jun-09,22.9,23.38,22.74,23.33,50963461
11-Jun-09,22.59,23.26,22.57,22.83,65128974
10-Jun-09,22.17,22.62,22.12,22.55,61297117
9-Jun-09,22.06,22.32,21.88,22.08,50887629
8-Jun-09,21.98,22.32,21.63,22.05,49008050
5-Jun-09,21.96,22.31,21.81,22.14,59585285
4-Jun-09,21.77,21.9,21.58,21.83,42332565
3-Jun-09,21.31,21.76,21.29,21.73,56047439
2-Jun-09,21.36,21.98,21.2,21.4,48941777
1-Jun-09,21,21.5,20.86,21.4,57322905
29-May-09,20.56,20.94,20.3,20.89,46139533
28-May-09,20.32,20.63,20.05,20.45,45484759
27-May-09,20.25,20.6,20.07,20.13,42898438
26-May-09,19.54,20.45,19.45,20.34,44996741
22-May-09,19.93,20.17,19.47,19.75,37325792
21-May-09,20.14,20.23,19.51,19.82,58241500
20-May-09,20.41,20.69,20.22,20.38,47452295
19-May-09,20.51,20.74,20.25,20.31,51368251
18-May-09,20.36,20.6,20.24,20.6,46077725
15-May-09,20.13,20.5,19.98,20.22,61289838
14-May-09,19.83,20.23,19.8,20.06,54544880
13-May-09,19.92,20,19.67,19.75,49288225
12-May-09,19.51,20.06,19.47,19.89,71966786
11-May-09,19.2,19.73,19.01,19.32,63769338
8-May-09,19.46,19.64,19.14,19.42,67604246
7-May-09,19.96,19.99,19.14,19.32,68727152
6-May-09,20.06,20.07,19.61,19.79,59639015
5-May-09,20.14,20.24,19.64,19.79,67242977
4-May-09,20.37,20.4,19.98,20.19,54313367
1-May-09,20.19,20.35,19.86,20.24,63224473
30-Apr-09,20.6,21.1,20.01,20.26,87439809
29-Apr-09,20.11,20.89,20.06,20.25,79301588
28-Apr-09,20.25,20.27,19.79,19.93,76688300
27-Apr-09,20.55,20.82,20.28,20.4,68219574
24-Apr-09,19.82,21.2,19.5,20.91,168478498
23-Apr-09,18.92,18.94,18.47,18.92,86116273
22-Apr-09,18.76,19.19,18.7,18.78,59400937
21-Apr-09,18.59,19.08,18.57,18.97,60928280
20-Apr-09,18.89,18.95,18.57,18.61,62943434
17-Apr-09,19.68,19.69,19,19.2,61398450
16-Apr-09,19.16,19.78,18.99,19.76,67691952
15-Apr-09,19.21,19.25,18.51,18.83,72725459
14-Apr-09,19.44,19.55,19,19.35,63796243
13-Apr-09,19.69,19.85,19.37,19.59,44450425
10-Apr-09,19.67,19.67,19.67,19.67,0
9-Apr-09,19.45,19.7,19.22,19.67,55759562
8-Apr-09,18.97,19.62,18.96,19.19,56408826
7-Apr-09,18.76,19.14,18.63,18.76,65815169
6-Apr-09,18.54,18.76,18.26,18.76,47478684
3-Apr-09,19.13,19.15,18.43,18.75,81367063
2-Apr-09,19.5,19.89,19,19.29,99082236
1-Apr-09,18.23,19.36,18.18,19.31,96438844
31-Mar-09,17.83,18.79,17.78,18.37,92423291
30-Mar-09,17.74,17.76,17.27,17.48,49640619
27-Mar-09,18.54,18.62,18.05,18.13,47673696
26-Mar-09,18.17,18.88,18.12,18.83,63780075
25-Mar-09,17.98,18.31,17.52,17.88,73932163
24-Mar-09,18.04,18.21,17.84,17.93,50090354
23-Mar-09,17.37,18.59,17.31,18.33,71607826
20-Mar-09,17.32,17.65,16.88,17.06,81742575
19-Mar-09,17.37,17.45,16.92,17.14,58998888
18-Mar-09,17.03,17.22,16.6,16.96,70733199
17-Mar-09,16.32,16.9,16.26,16.9,62669277
16-Mar-09,16.82,16.96,16.24,16.25,67038412
13-Mar-09,16.98,17.05,16.18,16.65,82974543
12-Mar-09,17.01,17.04,16.48,17.01,93719791
11-Mar-09,16.63,17.2,16.43,17.11,84582532
10-Mar-09,15.37,16.62,15.25,16.48,95191803
9-Mar-09,15.2,15.74,15.1,15.15,66514260
6-Mar-09,15.35,15.62,14.87,15.28,92853699
5-Mar-09,15.86,15.88,15.27,15.27,89704742
4-Mar-09,16.12,16.4,15.89,16.12,69290013
3-Mar-09,16.03,16.24,15.64,15.88,80476554
2-Mar-09,15.96,16.25,15.72,15.79,80597104
27-Feb-09,16.29,16.52,16.1,16.15,93434279
